-13.962,-21.815,459.006,0.0,0.0,0.0
3415.551,1454.249,476.331,3500.0,1500.0,0.0
2841.004,1437.096,464.607,2916.6666666666665,1500.0,0.0
2266.066,1429.117,459.114,2333.333333333333,1500.0,0.0
1692.795,1421.559,456.235,1750.0,1500.0,0.0
1121.117,1415.55,454.984,1166.6666666666665,1500.0,0.0
552.827,1408.814,455.183,583.3333333333335,1500.0,0.0
-14.44,1406.258,453.621,0.0,1500.0,0.0
-596.172,1439.428,463.444,-583.3333333333335,1500.0,0.0
-1174.58,1436.198,462.386,-1166.666666666667,1500.0,0.0
-1753.872,1434.231,460.574,-1750.0,1500.0,0.0
-2331.439,1435.069,462.293,-2333.333333333333,1500.0,0.0
-2909.896,1440.032,469.263,-2916.666666666667,1500.0,0.0
-3487.546,1450.846,483.128,-3500.0,1500.0,0.0
3414.481,1195.888,463.029,3500.0,1250.0,0.0
2838.589,1186.095,452.979,2916.6666666666665,1250.0,0.0
2263.725,1175.701,449.884,2333.333333333333,1250.0,0.0
1689.142,1171.804,447.168,1750.0,1250.0,0.0
1117.494,1164.413,447.651,1166.6666666666665,1250.0,0.0
548.492,1161.177,447.683,583.3333333333335,1250.0,0.0
-17.299,1158.465,448.236,0.0,1250.0,0.0
-600.247,1193.461,461.844,-583.3333333333335,1250.0,0.0
-1178.552,1190.994,461.489,-1166.666666666667,1250.0,0.0
-1756.181,1190.318,462.211,-1750.0,1250.0,0.0
-2332.744,1190.937,464.073,-2333.333333333333,1250.0,0.0
-2910.468,1195.741,469.988,-2916.666666666667,1250.0,0.0
-3487.142,1203.722,481.173,-3500.0,1250.0,0.0
3413.362,951.541,459.485,3500.0,1000.0,0.0
2838.168,942.279,453.89,2916.6666666666665,1000.0,0.0
2263.16,934.015,451.701,2333.333333333333,1000.0,0.0
1688.877,927.985,450.592,1750.0,1000.0,0.0
1116.931,925.442,450.862,1166.6666666666665,1000.0,0.0
548.434,917.36,450.912,583.3333333333335,1000.0,0.0
-16.268,917.789,450.827,0.0,1000.0,0.0
-600.57,950.084,465.804,-583.3333333333335,1000.0,0.0
-1179.157,947.6,464.926,-1166.666666666667,1000.0,0.0
-1755.764,945.987,465.296,-1750.0,1000.0,0.0
-2333.239,947.956,465.241,-2333.333333333333,1000.0,0.0
-2910.295,951.202,470.037,-2916.666666666667,1000.0,0.0
-3486.103,958.172,477.58,-3500.0,1000.0,0.0
3412.112,707.842,457.98,3500.0,750.0,0.0
2837.45,700.058,453.644,2916.6666666666665,750.0,0.0
2262.461,693.18,453.327,2333.333333333333,750.0,0.0
1687.583,690.347,451.826,1750.0,750.0,0.0
1115.908,685.706,453.534,1166.6666666666665,750.0,0.0
545.962,680.751,451.285,583.3333333333335,750.0,0.0
-15.632,676.554,452.592,0.0,750.0,0.0
-602.183,706.457,470.36,-583.3333333333335,750.0,0.0
-1179.805,702.28,468.961,-1166.666666666667,750.0,0.0
