c1,c2,c3,c4,x,y,z,tx,ty,tz
2.996833,6.126689,3.373013,6.319219,-1.795982,0.9303518,-0.3983145,-1.784707,1.008227,-0.3993675
3.687144,6.197834,2.605765,5.62211,-1.564545,1.708836,1.122979,-1.551132,1.888073,1.13417
1.589131,7.112104,2.464103,7.357206,-3.02298,1.757782,-0.5971413,-3.003543,1.859601,-0.5910774
7.832805,2.297288,8.112829,3.121328,3.520218,0.5439715,-0.7471943,3.504707,0.5878986,-0.7441927
2.616144,7.848842,1.570501,7.564826,-3.440674,1.399378,0.7368965,-3.422507,1.459237,0.7296227
2.7549,5.859575,3.135794,6.048004,-1.684483,1.609249,-0.3720932,-1.671572,1.751361,-0.373955
6.741539,2.924572,7.009482,3.49823,2.31831,0.4304636,-0.6135635,2.305952,0.4867506,-0.6140817
2.842175,7.580811,1.466266,7.179183,-3.106136,1.596992,0.9955959,-3.086921,1.673315,0.9880034
4.038682,4.361315,4.677598,4.958834,-0.1707573,1.40911,-0.9150027,-0.1693819,1.555307,-0.9281605
4.163148,5.023661,4.144146,5.007926,-0.4974556,0.9609297,0.02606869,-0.4940857,1.053566,0.02630925
5.679877,3.40548,6.200579,4.217046,1.299553,0.6151152,-1.02453,1.291482,0.6897036,-1.03103
5.789155,2.886955,6.305936,3.819034,1.584682,1.109732,-1.035851,1.573738,1.204082,-1.041752
7.267693,2.175386,7.548881,2.983043,3.021336,0.885667,-0.6973839,3.005441,0.9409879,-0.6943729
6.411105,2.968724,6.612729,3.382194,2.029861,0.6958073,-0.4370079,2.018059,0.7617921,-0.4376523
4.839734,4.379299,5.397357,4.988657,0.2669334,0.4064617,-0.9432888,0.2652979,0.4797966,-0.951406
6.393848,2.55373,6.885175,3.611907,2.160866,0.9187307,-1.085346,2.147485,0.9913527,-1.087389
4.1008,5.683702,4.213155,5.765292,-0.9734917,0.2257814,-0.1547219,-0.9679946,0.2882941,-0.1556864
7.923566,2.178331,7.812259,1.73021,3.645214,1.456386,0.2957067,3.627361,1.518771,0.2919166
6.909493,2.662928,6.690813,2.029057,2.557972,1.604422,0.4980354,2.540619,1.710742,0.4956859
2.474591,8.075079,2.104518,7.96946,-3.709221,0.9628474,0.2848282,-3.692706,1.011184,0.2824337
3.518249,6.669231,3.110383,6.463363,-2.017529,0.4947613,0.4497299,-2.006286,0.5556248,0.4505988
7.059879,2.774836,7.091061,2.853238,2.648016,0.6933465,-0.0737114,2.633886,0.7509831,-0.07354248
4.10707,5.717269,3.232069,5.124979,-0.9967461,1.460985,1.057636,-0.988696,1.607446,1.070292
4.517325,4.50548,4.605361,4.593743,0.006725311,1.025003,-0.132493,0.006679296,1.123172,-0.1338539
3.956365,6.450462,3.444831,6.150001,-1.6313,0.3030696,0.6283585,-1.622228,0.3637877,0.6309932
7.771578,2.908013,7.83426,3.071604,3.260426,0.1861712,-0.1633873,3.246306,0.2299776,-0.1630353
2.585218,6.749773,3.503211,7.151823,-2.443382,0.6667461,-0.9312859,-2.429755,0.7265469,-0.9315219
7.715644,2.131666,7.573573,1.540076,3.455757,1.743351,0.3674698,3.436698,1.828482,0.3620275
4.153141,5.243483,4.429018,5.464589,-0.644228,0.4524827,-0.3916779,-0.6403459,0.5229837,-0.3946039
6.226152,2.926907,6.230239,2.935593,1.900031,1.23599,-0.008472443,1.887386,1.329221,-0.008486509
5.172723,5.070916,4.724056,4.612356,0.06557274,0.3464947,0.7339535,0.06517982,0.4166892,0.7400597
5.867134,3.0418,6.247248,3.722553,1.583456,0.9362989,-0.763919,1.573169,1.018796,-0.7674755
7.1487,2.596492,6.989331,2.118632,2.78932,1.313223,0.3777742,2.772634,1.389376,0.3755282
4.745488,4.772148,5.137282,5.161919,-0.01595116,0.2019668,-0.6402264,-0.01585889,0.2677531,-0.6453346
5.295415,3.900334,5.595549,4.298994,0.8068295,0.6067074,-0.5407677,0.8018013,0.6821536,-0.544791
7.429671,2.567578,7.854764,3.617978,3.052296,0.3095924,-1.083481,3.037972,0.3562903,-1.082885
2.246717,6.608093,2.562418,6.72199,-2.430387,1.599649,-0.2540169,-2.413697,1.711832,-0.2530413
3.232925,7.285198,2.912033,7.148583,-2.677156,0.3420229,0.328907,-2.663893,0.392906,0.3286448
6.132789,2.812619,6.181567,2.917446,1.869419,1.425149,-0.09990501,1.856268,1.535721,-0.1001108
3.796357,5.649151,3.179713,5.254632,-1.102582,1.526583,0.709313,-1.093786,1.674649,0.7169577
3.229965,6.34268,2.619967,6.054844,-1.875527,1.379357,0.5931635,-1.862307,1.485503,0.5947409
