epch,plt_err1,plt_err2
1,0.17035566822589238,0.17006701984330036
2,0.13945583654271176,0.13940534579737013
3,0.10499142102373629,0.10546792672743688
4,0.05859784051756026,0.0595735301960125
5,0.01253974982040271,0.01268183334397136
6,0.011603865900795811,0.011630680917544347
7,0.01144953949372533,0.011529377891592724
8,0.011436035058227975,0.011541306041472636
9,0.0114119493896024,0.011498828300717724
10,0.01140044979979835,0.011500464385889302
11,0.011380526055557104,0.011432684027071722
12,0.011374184995828235,0.011507518451059476
13,0.011342015331837228,0.011453771346266187
14,0.01131278905530132,0.011394969114657979
15,0.011279752169581242,0.011373510611077015
16,0.011280899542213518,0.01143026188386748
17,0.011225321950442929,0.011301281869480387
18,0.011196058339252468,0.011307706406779961
19,0.011140797486417359,0.011254838397041975
20,0.011112868553030177,0.011169954459583416
21,0.011051604941245272,0.011177870451865673
22,0.011008684687912058,0.011132770791352546
23,0.010977043214895729,0.011156768482608638
24,0.010899136704632202,0.010996589131503948
25,0.010834657902421864,0.0109631596297784
26,0.01077356584550954,0.010897450140847689
27,0.010708183969563578,0.010814575686769908
28,0.010615696976067497,0.010769876156930334
29,0.010551317682636275,0.010693115383496387
30,0.01048075151259997,0.010644416010114406
31,0.01040853146150002,0.01055058986848248
32,0.01037107350665387,0.010531328436290097
33,0.010300456248712318,0.010501566303125489
34,0.010227722380476402,0.010402863611696433
35,0.010167127098619319,0.010321608879501575
36,0.010099385591144035,0.01031801246764394
37,0.010056144790691255,0.010273424116122852
38,0.010006192119960346,0.01017771892601688
39,0.009970672465647474,0.010138372835286596
40,0.009933726086472725,0.010135161039067407
41,0.009887139697971292,0.010060293339835689
42,0.009856766051116895,0.01007106967005351
43,0.009838120739960455,0.010003914547654749
44,0.009799013508513704,0.010004419847860987
45,0.009792246077212727,0.010018639436076837
46,0.009766452417459603,0.009966845365683527
47,0.009735867328442671,0.009996780475429679
48,0.009709201243379869,0.009946552936863893
49,0.009686754161402501,0.009958669124672338
50,0.00968634587602463,0.009977405999089662
51,0.009658898567003318,0.009894528808132016
52,0.009646022548184335,0.009875970962190143
53,0.009638760542337203,0.009885539755891098
54,0.009616057354619423,0.009916846291989872
55,0.009600700524896439,0.009863635844847401
56,0.00959716774169635,0.009865108299211426
57,0.009607453565670259,0.009893809266624807
58,0.009598892841827408,0.009856917852770822
59,0.009584033255809032,0.009792629232927947
60,0.009594730623785696,0.009853162033034043
61,0.009572638567882558,0.009855951351038346
62,0.009566422410423523,0.009819729611142119
63,0.009560937211804777,0.009844928868242824
64,0.009537078816916799,0.009819124795112866
65,0.009543977841772657,0.009833854695463242
66,0.009553046869029011,0.009893613262522714
67,0.0095285579866793,0.009798470136219595
68,0.00952327884924184,0.009787944667624865
69,0.00951303498725246,0.009798310428211788
70,0.009532357883909883,0.00977366589705048
71,0.009500265319280343,0.00979994430139896
72,0.009496325048346665,0.009783543280123291
73,0.009498056681550928,0.009808316255302332
74,0.009507110380336517,0.00976221149197377
75,0.009481455157693231,0.009737798356318168
76,0.009486664783112947,0.009762331139516224
77,0.009457653879746092,0.009725008411353393
78,0.009493707347940309,0.00980070710302771
79,0.009516131789717922,0.00975537462212734
80,0.009490358821443824,0.009777915431605
81,0.009454347147369487,0.009691694264925173
82,0.009452309019594029,0.009739976564804572
83,0.009467199587639936,0.009709310699901762
84,0.00945293783743139,0.009736244350833149
85,0.009434578180518332,0.009651398893583856
86,0.009440410127368513,0.009627654883088553
87,0.009450333509319946,0.00971068468881861
88,0.009443792138362456,0.009641265576240385
89,0.009432122167972165,0.009702866100191682
90,0.009413983423121192,0.009626570311117988
91,0.009429020629849176,0.009690397135895755
92,0.009405772816195727,0.009645450216008988
93,0.009421788762999414,0.009635054771535888
94,0.009407100450389234,0.009633850128652404
95,0.009411580908215644,0.009651402831052851
96,0.009402789535935034,0.009625418368056844
97,0.0093975957575786,0.009590599360565529
98,0.009395779435675895,0.009580213636438625
99,0.00938126764282031,0.009554802686734996
100,0.009369331572637052,0.009567162151648902
101,0.009364041804222335,0.00957743634945342
102,0.009388791493076792,0.009565484768994215
103,0.009353000993970552,0.009536793759851765
104,0.009372670996321747,0.009497293919671974
105,0.009387221546490672,0.009503223443649839
106,0.009347436745638774,0.009531377197043472
107,0.00934099718849751,0.009516783096384847
108,0.00934413598774727,0.009544433060641157
109,0.0093782018282318,0.009577979075439075
110,0.009332176059750496,0.009541823524544395
111,0.009341807907058419,0.00955951220049031
112,0.009325953100859569,0.009491865123002619
113,0.009328559109175214,0.009517209359279797
114,0.009336089512974887,0.009529178745847702
115,0.009322515697800432,0.009472275685405542
116,0.00932379258288963,0.00950782703899265
117,0.009312333633904464,0.00945816324576375
118,0.009322469177284184,0.009510593829580135
119,0.00931230299300257,0.009514140030771516
120,0.00931840259424838,0.009507054390971392
121,0.009327074195904145,0.009459765260816573
122,0.009292949443215254,0.009441655341455949
123,0.009315748769469528,0.009479627914765917
124,0.009284647663366116,0.009509847851588784
125,0.009298163642536487,0.009462397758864493
126,0.009273849532161963,0.009449604823228364
127,0.009290244945602771,0.009425053811051277
128,0.00928698704628663,0.00948047759418704
129,0.009279047482259759,0.009494668384831425
130,0.00927638103855992,0.009396896602861783
131,0.009252826291748601,0.009417114005070027
132,0.009261627509234933,0.009462676522572856
133,0.00927659450830866,0.009484725775452731
134,0.00927872001026259,0.009390995216845355
135,0.009251261975930715,0.00942629665461775
136,0.00926141327584431,0.009431189085735665
137,0.009244912054591402,0.009412084224963563
138,0.00924366632480722,0.009438992250520289
139,0.009257482020435543,0.009441635620393308
140,0.009253775888440969,0.00947991379915451
141,0.009239232755677207,0.00942361176713052
142,0.009247764502738919,0.009429321550269544
143,0.00922155479511684,0.009408672479885536
144,0.009229143174399976,0.009403876196244523
145,0.009225139718500053,0.009343683400450099
146,0.009222071959625586,0.009379778214947433
147,0.009273735326291995,0.009504214331094194
148,0.009247055409948007,0.009365331322077763
149,0.009192033873277067,0.00935076468508348
150,0.009235280827655732,0.009480524978325803
151,0.009209774320800557,0.009396151702724237
152,0.009215305028810777,0.00940099202542622
153,0.009233273905868993,0.009444950479645754
154,0.009204040340754772,0.009409966216065508
155,0.009203302731433875,0.00939009630679025
156,0.009200519358910867,0.00933456065747091
157,0.009187218651572952,0.009378929991767402
158,0.009186564805347994,0.009354264118403139
159,0.00915721893164095,0.009325836972163565
160,0.009174458325207826,0.009323808693079094
161,0.009179658251333808,0.009392598870877863
162,0.00919703638565413,0.009426842484889496
163,0.009165481649720194,0.00932219027602155
164,0.00918510941478226,0.009381306922042355
165,0.009160672293617205,0.00931039811017334
166,0.009165930998838426,0.009346459510532026
167,0.009167639241414708,0.00933317903422351
168,0.00916528160856632,0.009363438181007206
169,0.009204057515044859,0.009419440162758835
170,0.009155664213252689,0.009343586810690994
171,0.009145280356689335,0.009276790294475968
172,0.009162808891757319,0.009309470519431935
173,0.009138136072767665,0.009328967342152652
174,0.0091568569415009,0.009306974478262271
175,0.009141259060961318,0.00935203161250045
