c1,c2,c3,c4,x,y,z,tx,ty,tz
2.842529,5.923895,3.005059,6.003577,-1.702202,1.580104,-0.157093,-1.688285,1.7325,-0.1584013
5.651164,3.104961,6.012438,3.722168,1.403751,1.108294,-0.6952248,1.39343,1.213314,-0.7022924
1.827142,7.134283,3.128616,7.572832,-2.990295,1.182653,-1.077694,-2.972471,1.25018,-1.074965
6.404962,3.371094,6.493713,3.536813,1.864285,0.3899314,-0.1897173,1.853704,0.4541883,-0.1907949
3.610945,6.805847,3.132505,6.564542,-2.091583,0.3579453,0.5351502,-2.080039,0.4195707,0.5377232
1.473426,7.326331,2.23282,7.515958,-3.23988,1.872599,-0.4759846,-3.219008,1.994134,-0.4690838
6.44554,2.47683,6.734025,3.15227,2.228001,1.132555,-0.6322327,2.213143,1.219685,-0.6336857
6.758531,2.576737,7.101518,3.375411,2.454056,0.7096686,-0.7906418,2.439885,0.7752193,-0.7923049
6.92871,2.934896,6.729712,2.428089,2.477478,1.062318,0.4531441,2.462088,1.139797,0.453
4.813459,4.05096,4.833112,4.074291,0.4259377,1.352192,-0.03104019,0.4224447,1.493699,-0.03159642
6.320429,4.497744,5.784804,3.707537,1.239704,0.1991741,1.069635,1.232383,0.2688954,1.080644
2.385246,7.70111,2.658365,7.790032,-3.366734,0.7356632,-0.2306414,-3.351106,0.7883569,-0.2295841
5.654795,4.143114,5.547386,3.995269,0.9314613,0.4306363,0.1984455,0.9257075,0.5040277,0.2005355
4.717009,5.398918,4.142131,4.90463,-0.4340744,0.6136408,0.8375778,-0.431134,0.7008969,0.84882
6.860583,2.792265,7.262892,3.671341,2.467602,0.3825283,-0.9435883,2.454429,0.4412072,-0.9469998
5.192433,3.843387,4.943622,3.499951,0.7691612,1.704072,0.4112167,0.7618586,1.926433,0.4203272
3.350546,7.357801,3.030205,7.217563,-2.694847,0.1780748,0.339962,-2.681942,0.230016,0.3406695
3.605362,6.723084,3.03702,6.436204,-2.024323,0.5087966,0.6260376,-2.012577,0.5750688,0.6291904
7.067436,2.231268,7.307003,2.902104,2.826759,0.9881682,-0.5753841,2.810631,1.054894,-0.5739419
4.326212,5.049454,4.210884,4.951001,-0.4267883,0.8294865,0.16189,-0.423804,0.9230009,0.1640949
6.243478,2.620027,6.450862,3.081743,2.021622,1.268545,-0.4371062,2.00728,1.370568,-0.4387666
2.941886,8.176567,3.166751,8.260137,-3.651009,0.02875085,-0.2289934,-3.637597,0.0717392,-0.2289361
2.991437,5.83775,3.262357,5.981104,-1.582687,1.329855,-0.2799911,-1.570665,1.44923,-0.2823791
6.538455,3.097006,6.757777,3.53661,2.084213,0.4348417,-0.4838104,2.072496,0.4981742,-0.486027
5.581054,5.194834,4.897358,4.45222,0.2617493,0.226353,1.178505,0.2601161,0.3037739,1.194006
