c1,c2,c3,c4,x,y,z,tx,ty,tz
6.015791,2.421554,6.562298,3.569024,2.357971,1.366804,-0.8741951,1.895364,1.555938,-1.145668
2.898737,5.788918,3.309027,6.004879,-1.069008,2.103765,-0.3211746,-1.569306,1.543411,-0.4244976
5.67103,3.805898,5.872285,4.099758,1.448032,0.5824316,-0.5430107,1.104733,0.4945643,-0.3871927
5.784585,2.788985,6.043886,3.293261,1.877645,1.571833,-0.6887817,1.605187,1.66774,-0.5111877
6.910671,2.343915,7.240053,3.18668,2.940323,0.8904761,-1.095814,2.641465,0.932135,-0.7768327
6.574268,2.942932,6.400117,2.530088,2.351297,1.107069,-0.1224432,2.16001,1.37572,0.3765839
7.334494,2.340274,7.221322,1.956931,3.320919,1.309678,-0.03320594,3.01987,1.530728,0.2745508
3.584448,7.998354,2.451147,7.558672,-2.489334,0.6614392,0.9335012,-3.195337,0.4128494,1.140024
7.691673,2.484686,7.592189,2.157117,3.637486,0.9559506,-0.1060162,3.311761,1.079656,0.2534181
3.21613,6.115281,3.917634,6.511606,-1.117523,0.747981,-0.7389297,-1.690823,0.5627776,-0.83406
7.383217,2.538728,7.196848,1.930769,3.304279,1.206267,0.1197319,3.004173,1.419479,0.4528782
7.418236,3.540033,7.020496,2.605569,2.897061,0.2988079,0.325367,2.656149,0.5347382,0.9571412
4.954075,3.849922,5.073985,4.003043,0.9029188,1.580859,-0.3385906,0.60756,1.425514,-0.2004097
6.439771,2.68675,6.381505,2.543929,2.329651,1.349945,-0.3331966,2.140752,1.64038,0.1245081
5.602813,3.863116,6.190267,4.674564,1.626488,0.2465077,-0.7147366,1.029241,0.2548041,-1.154648
4.331465,6.577142,3.68046,6.1679,-1.107443,0.3350568,0.4152908,-1.531075,0.04436183,0.8693016
1.456714,7.288763,2.563641,7.587904,-2.548162,2.477715,-0.7891064,-3.187753,1.758055,-0.7417065
2.522012,5.897497,3.260956,6.2493,-1.303204,2.643083,-0.6779556,-1.776245,1.808454,-0.7122151
2.293792,6.636889,2.602752,6.749898,-1.845515,2.329411,-0.186779,-2.424176,1.594965,-0.252139
3.923392,4.940894,4.041784,5.035419,-0.09625039,1.767099,0.03911209,-0.5637138,1.365179,-0.1571693
3.247979,6.76368,4.079493,7.200018,-1.526275,0.1481589,-0.9360771,-2.199875,0.04027081,-1.015482
7.638605,2.987146,7.297275,1.955754,3.397354,0.8978315,0.4376993,3.089078,1.096169,0.8496783
3.552642,7.084455,3.374943,6.997034,-1.594685,0.2785261,0.4543027,-2.348015,0.05716014,0.2051707
7.824672,1.900994,8.198766,3.099685,3.802294,0.9747893,-1.463343,3.600732,0.9101933,-0.9990441
5.0743,4.54506,5.410073,4.917107,0.8557795,0.3187686,-0.3209171,0.3181845,0.1964545,-0.5867285
7.438538,2.424831,7.773247,3.312299,3.407568,0.5848583,-1.272076,3.090753,0.5485502,-0.8485872
5.108225,5.056327,4.79389,4.73855,0.2549658,0.4752289,-0.09560013,0.03296995,0.3013115,0.5187644
4.050328,5.259112,4.429335,5.556268,-0.1609755,0.7260584,-0.2993431,-0.7033192,0.5535923,-0.5356414
1.797605,6.92321,2.776289,7.239284,-2.197166,2.211283,-0.7724285,-2.793716,1.60098,-0.7460655
3.839869,4.928304,3.842092,4.930036,-0.1884813,2.55108,0.06914711,-0.5964741,1.741284,-0.002846003
5.152875,3.414221,5.530851,3.961704,1.340973,1.464069,-0.4955019,0.9309509,1.453418,-0.6730331
5.05156,3.609716,5.547463,4.27623,1.276823,1.1711,-0.5132685,0.7805134,1.191492,-0.8760155
5.704289,3.893451,5.496649,3.582346,1.158848,0.8954417,-0.434576,1.086247,0.9376515,0.3876268
3.232674,6.395425,2.471546,6.046472,-1.48022,2.67635,0.5537453,-1.903205,1.646812,0.7236074
2.56812,6.3371,3.122348,6.581235,-1.544186,1.68684,-0.4654427,-2.097725,1.2762,-0.5256368
2.089809,6.536026,2.637681,6.731247,-1.891775,2.676732,-0.4159737,-2.397021,1.889786,-0.4316767
7.991944,3.269091,7.59669,2.127317,3.651886,0.5682254,0.5350037,3.324014,0.7392069,1.026913
5.735126,3.390071,5.772469,3.452869,1.511503,1.148446,-0.5668163,1.337443,1.16276,-0.0716213
3.495176,4.839229,3.982674,5.202267,-0.2690392,2.561828,-0.4620565,-0.7001178,1.971573,-0.6075734
4.866518,4.960971,4.150143,4.260507,-0.05214882,1.497114,0.01955509,-0.05801487,1.473163,1.076553
3.604518,6.50683,3.298734,6.342549,-1.230453,0.8510279,0.4557114,-1.834143,0.4926524,0.3518174
7.117541,2.32072,7.387014,3.048659,3.073246,0.8313005,-1.152252,2.829603,0.8845543,-0.6514298
7.104793,2.884859,6.933767,2.433403,2.87973,0.808249,-0.07109833,2.63473,1.012445,0.4001604
4.535037,6.568135,3.739756,6.046455,-1.075405,0.277483,0.4032726,-1.410865,0.0317452,1.096797
3.279106,7.332946,3.238038,7.314674,-1.918896,0.2865636,0.2428885,-2.688722,0.121769,0.04460752
6.658067,1.800998,7.031513,2.890661,2.857758,1.591445,-1.076141,2.567891,1.820896,-0.8520541
