epch,plt_err1,plt_err2
1,0.00440555881543374,0.00446552743223217
2,0.004359295975197781,0.004399324084963347
3,0.004363203056568895,0.00440027089558722
4,0.004366481822241797,0.004405966056624492
5,0.004360933211027651,0.004399457708322056
6,0.004355514002434885,0.004391531242530254
7,0.004357723536063495,0.004396926515481057
8,0.0043629660983485665,0.004398255023002376
9,0.004344301425826407,0.004379103280789918
10,0.004345348467536869,0.004385541302070386
11,0.004329550275462972,0.004371002685424596
12,0.0043070374233826775,0.004342363855846963
13,0.004266050778654871,0.004300881386199428
14,0.004143335540251877,0.004173114514715151
15,0.004019564194081655,0.004042689371673193
16,0.003950306029763848,0.003979316032376418
17,0.003933992474354709,0.003961679875306144
18,0.0039186873447334385,0.003949162080430899
19,0.003887990359241365,0.003917291901039252
20,0.0038729882977482704,0.0039025368834870707
21,0.0038483107141447062,0.003873849053408644
22,0.0038246067207544955,0.0038573972999058443
23,0.0037624074176077155,0.003791592582555487
24,0.003708725583581634,0.0037324484682540494
25,0.003615619747285622,0.003642389632093634
26,0.00344815566613761,0.0034800090070168585
27,0.0031975812518212662,0.0032204540606846684
28,0.002898788119986308,0.0029324513814226673
29,0.002666255124329701,0.0026885803599515173
30,0.0025382267132613595,0.002563953803215399
31,0.0024736249350562085,0.002497559566910971
32,0.0024227549552171706,0.002445955831916261
33,0.0023496052408646904,0.002374732127701373
34,0.0023037293539820702,0.0023408281920216864
35,0.0022636727175042565,0.0022903327291492726
36,0.0022251568456693495,0.0022580588809234074
37,0.0022129343187307776,0.0022527160530605387
38,0.0021743167423319016,0.0022108980026720256
39,0.002167567480185686,0.0022010591128900085
40,0.0021344327826038384,0.0021744834279289514
41,0.002125554051525149,0.002166333488705298
42,0.002106000361987266,0.0021408777732563234
43,0.0020843911798444008,0.0021229632420302247
44,0.0020657847978359342,0.002102935085390139
45,0.002050560239897515,0.002083869261662745
46,0.002028185218206851,0.002062988676055154
47,0.0020216577987749356,0.002057750407607947
48,0.0020070090029767184,0.0020415093093577455
49,0.001991939313864639,0.0020314359862784064
50,0.0019913546003860363,0.002025206161797562
51,0.0019774743921628147,0.0020131015746789075
52,0.0019695880920505434,0.001996603407860761
53,0.001960024317248186,0.001992491551915381
54,0.00194915626098982,0.0019824826436988076
55,0.001955124133378329,0.0019849682784425157
56,0.0019505551818906055,0.001977263627482117
57,0.0019414878930175956,0.0019723121212455526
58,0.0019162883463897243,0.001945725599568242
59,0.0019089336947893548,0.0019389279473983104
60,0.0019145135275794643,0.0019486177276728865
61,0.0019118392731350357,0.0019399714960159043
62,0.0019024134884240203,0.0019315034136018576
63,0.0019015023147053523,0.001935703490489456
64,0.0018940084300226858,0.0019229054340533993
65,0.001878730415695952,0.00191122648454097
66,0.0018745043516390297,0.0019040966888693057
67,0.0018841277796909574,0.0019134950639439052
68,0.0018764726429599285,0.001910053893416887
69,0.0018651723838018497,0.001895787419694595
70,0.0018667612183080246,0.001893254136702452
71,0.0018802243010636968,0.0019089510338297045
72,0.0018612845452568192,0.0018940230090441525
73,0.0018543511531554423,0.0018812930834888688
74,0.0018359090779906748,0.0018672290928474296
75,0.0018459620370010438,0.001872583851942104
76,0.0018363643732257785,0.0018651261943073588
77,0.0018211034858384365,0.001850386220193812
78,0.0018368726660317105,0.0018621454102272746
79,0.0018313435549396615,0.0018655363042677034
80,0.0018232407187462258,0.0018504578482637921
81,0.00181578880227724,0.0018463595559115088
82,0.0017948945344830433,0.0018303155312324635
83,0.00179809555384905,0.0018274813683758538
84,0.0017807507055452067,0.001810774476797819
85,0.0017702519156062124,0.0018012428118742746
86,0.00177687450103512,0.0018113718258918408
87,0.0017466235203122656,0.0017742736327043991
88,0.0017466666496996103,0.0017781437555942315
89,0.0017089525685406236,0.0017395074167416695
90,0.0016959515084623334,0.0017276246905198651
91,0.0016715914461217685,0.0017063480813298666
92,0.0016318295322844474,0.0016664584888267722
93,0.0015898350604603272,0.0016242326816970614
94,0.0015595262019868518,0.001594477510364093
95,0.0015220959596033323,0.0015668742143513234
96,0.0015154691839930903,0.0015619711932649534
97,0.0015206045213625435,0.001564700397669147
98,0.0015272470539414102,0.0015693915006226038
99,0.0014902293665854042,0.0015383693050163736
100,0.0014963772999801105,0.0015424639278133125
101,0.0015144523321940692,0.001557963994343211
102,0.001480980475314272,0.001527695685304591
103,0.001478487839760591,0.0015280286802427385
104,0.001476139854231901,0.0015278004245454868
105,0.0014589425590078766,0.0015097953341402732
106,0.0014724952862336393,0.001521292994480429
107,0.0014569389786412811,0.0015019986284490376
108,0.0014397751067757262,0.0014890385397592707
109,0.0014411881840898295,0.0014903040234706478
110,0.001439987858318298,0.001493543178729002
111,0.001405844750448891,0.0014523766251237624
112,0.001375404309630463,0.0014241134142708195
113,0.0013298400568384397,0.0013723126572421191
114,0.00130348687373902,0.001349053339028019
115,0.0012777825218529492,0.0013152730351159712
116,0.001247307910619927,0.0012861563406683133
117,0.001225617701534968,0.0012623786881836461
118,0.0012153928687534722,0.001252542040530802
119,0.0012314766778096927,0.0012731693385165533
120,0.0012237598663147953,0.0012544624804856608
121,0.0012063702461686194,0.0012376560234485354
122,0.0012180587935199023,0.0012469114782226415
123,0.001197463963037024,0.001235681383337216
124,0.001208302143437921,0.0012419421263801973
125,0.0012032835472289135,0.0012375485222104454
126,0.001208160479362773,0.0012433096129272321
127,0.0011958095989768028,0.0012344498352697506
128,0.0011935699226500208,0.001223619095295475
129,0.0011918004238871034,0.0012306400291636974
130,0.001190222852995273,0.0012324985237497027
131,0.0012002017160031905,0.0012397188340211615
132,0.0011881966768509315,0.00122550425953427
133,0.0011857427008900778,0.0012266355124954996
134,0.001185798018267224,0.0012241054906240677
135,0.0011895713337838445,0.0012231493209597535
136,0.001167112973648394,0.0012045293587630071
137,0.0011709351210488915,0.0012061679349981628
138,0.0011824514807028952,0.0012247432040257728
139,0.0011630485472183382,0.0011992290571110776
140,0.001169168813426554,0.001209684615462111
141,0.0011661558921675277,0.0012051448655776304
142,0.0011679708940306593,0.0012115160125072647
143,0.0011684456654272232,0.0012090797286249235
144,0.0011506782821477418,0.0011889414224136603
145,0.0011518604593593908,0.0011897299922967715
146,0.0011490485049085522,0.001187333172836914
147,0.0011565052541515405,0.0011965207545652596
148,0.001145991616270205,0.001188977232488128
149,0.0011615953778510396,0.0011997050943866436
150,0.001160018360272933,0.0011999521423907626
151,0.0011524362987640588,0.0011922849026433833
152,0.0011578174461299223,0.0011927352601622183
153,0.0011305569233954393,0.0011685771185007089
154,0.0011445525574708627,0.001186405329581709
155,0.0011449798149435373,0.0011848829155902635
156,0.0011461765183117935,0.0011804930327430037
157,0.0011422707871643024,0.0011792807725910957
158,0.0011440388993860474,0.0011773663329063097
159,0.001134822091128783,0.0011739316059504751
160,0.001128592061705352,0.0011715579457896158
161,0.001133281489272097,0.0011716335456229913
162,0.0011295881150638083,0.001174035595169353
163,0.0011475029428434154,0.0011864806329339144
164,0.0011475631795081708,0.0011861635473233425
165,0.0011322500792268532,0.0011709489097726498
166,0.0011340865411703593,0.001177047484138559
167,0.001133647596840613,0.0011699650543602704
168,0.001132871522437966,0.00117735037464136
169,0.0011191862969825836,0.0011599882999356382
170,0.0011316571282756092,0.0011732395057777946
171,0.0011258092663602886,0.0011682641074129843
172,0.0011310714073117815,0.001173159882433722
173,0.0011166584980638018,0.0011575269777735985
174,0.0011244607177717351,0.0011668800087982119
175,0.0011156361088631426,0.001154618013921901
176,0.0011311568210243953,0.0011753709339020295
177,0.001120581109705858,0.0011635395478145245
178,0.0011264854161699913,0.0011716952054717782
179,0.00111249241874468,0.0011558878337045461
180,0.001106530793359574,0.0011495603038608566
181,0.0011219008858306056,0.0011612564687195543
182,0.0011074994474313243,0.0011502318779184235
183,0.0011223683488633697,0.0011577648274501784
184,0.0011197086285517697,0.0011612855284516782
185,0.0011040750049142191,0.0011465424961416956
186,0.0011306131841175768,0.0011722282587396256
187,0.001106896101312968,0.0011484337284159672
188,0.0011206682442711135,0.0011609921279432604
189,0.0011025535300899282,0.00114340421224648
190,0.0011248860693239388,0.0011684101606992535
191,0.0011016553795659054,0.0011434142984528993
192,0.001111388604089868,0.0011545627619978878
193,0.0011084849044285096,0.00114847373830166
194,0.001105583609551986,0.0011487826732774868
195,0.001116617308458747,0.0011572081191228974
196,0.001090280667056407,0.0011320002643525034
197,0.0011348712117867448,0.0011720634916227697
198,0.001122128803701544,0.0011634157360077666
199,0.0011268890007810647,0.0011683692211088554
200,0.0011012694967011537,0.0011405028666882932
201,0.001108548542747127,0.0011516802696422313
202,0.0011073016294174732,0.0011469952042929953
203,0.0010936473213675906,0.0011381444916186776
204,0.001108590236149036,0.0011521893213321218
205,0.001090647803096822,0.001131352684174547
206,0.001105350177167684,0.0011426563155643703
207,0.0011044260089113278,0.0011436083737299408
208,0.0011051253922537588,0.00114442986281407
209,0.0011171017239700678,0.0011582328767328956
210,0.0011045173378956934,0.0011499381602798136
211,0.001093573313314872,0.0011327670291715378
212,0.001086548747140058,0.001128654156769864
213,0.0011250140950114934,0.0011660258884352718
214,0.0010956068907016015,0.0011378611912400659
215,0.0011057485300942065,0.001147887006374399
216,0.001111475174299055,0.0011532215952369286
217,0.0010853121398354813,0.0011301319343568774
218,0.0010915996822472456,0.0011360598257351704
219,0.0010891842104802844,0.0011310614714239336
220,0.0011145554463909402,0.0011515975680050346
221,0.0010982049744282859,0.0011373382164641022
222,0.001108969661095205,0.0011447657579586978
